Site,bucket_name,bucket_position,tow,ring_size_mm,washer_type,ring_type,count,scallop_shell_height_mm,predicted_mw_g
West Point,BUCKET4_11,4,11,14,L,14L,1,66.37,5.7
West Point,BUCKET4_11,4,11,14,L,14L,1,77.04,8.8
West Point,BUCKET4_11,4,11,14,L,14L,1,78.71,9.4
West Point,BUCKET4_11,4,11,14,L,14L,1,95.64,16.7
West Point,BUCKET4_11,4,11,14,L,14L,1,70.19,6.7
West Point,BUCKET4_11,4,11,14,L,14L,1,89.62,13.8
West Point,BUCKET4_11,4,11,14,L,14L,1,107.4,23.5
West Point,BUCKET4_11,4,11,14,L,14L,1,93.03,15.4
West Point,BUCKET4_12,4,12,14,L,14L,1,105.63,22.4
West Point,BUCKET4_12,4,12,14,L,14L,1,84.56,11.6
West Point,BUCKET4_12,4,12,14,L,14L,1,99.94,19.0
West Point,BUCKET4_12,4,12,14,L,14L,1,101.05,19.6
West Point,BUCKET4_12,4,12,14,L,14L,1,92.91,15.3
West Point,BUCKET4_12,4,12,14,L,14L,1,87.01,12.6
West Point,BUCKET4_12,4,12,14,L,14L,1,85.44,12.0
West Point,BUCKET4_12,4,12,14,L,14L,1,69.45,6.5
West Point,BUCKET4_13,4,13,14,L,14L,1,94.19,16.0
West Point,BUCKET4_13,4,13,14,L,14L,1,84.11,11.4
West Point,BUCKET4_13,4,13,14,L,14L,1,87.47,12.8
West Point,BUCKET4_14,4,14,14,L,14L,1,72.27,7.3
West Point,BUCKET4_14,4,14,14,L,14L,1,90.26,14.1
West Point,BUCKET4_14,4,14,14,L,14L,1,79.65,9.7
West Point,BUCKET4_14,4,14,14,L,14L,1,91.76,14.8
West Point,BUCKET4_14,4,14,14,L,14L,1,89.28,13.6
West Point,BUCKET4_14,4,14,14,L,14L,1,92.39,15.1
West Point,BUCKET4_14,4,14,14,L,14L,1,75.17,8.2
West Point,BUCKET4_14,4,14,14,L,14L,1,84.64,11.6
West Point,BUCKET4_14,4,14,14,L,14L,1,78.86,9.5
West Point,BUCKET4_15,4,15,14,L,14L,1,92.73,15.2
West Point,BUCKET4_15,4,15,14,L,14L,1,80.61,10.1
West Point,BUCKET4_15,4,15,14,L,14L,1,76.03,8.5
West Point,BUCKET4_15,4,15,14,L,14L,1,84.39,11.5
West Point,BUCKET4_16,4,16,14,L,14L,1,101.11,19.7
West Point,BUCKET4_16,4,16,14,L,14L,1,63.39,5.0
West Point,BUCKET4_16,4,16,14,L,14L,1,54.1,3.1
West Point,BUCKET4_17,4,17,14,L,14L,1,89.1,13.5
West Point,BUCKET4_17,4,17,14,L,14L,1,79.77,9.8
West Point,BUCKET4_17,4,17,14,L,14L,1,98.18,18.0
West Point,BUCKET4_17,4,17,14,L,14L,1,97.38,17.6
West Point,BUCKET4_17,4,17,14,L,14L,1,95.85,16.8
West Point,BUCKET4_17,4,17,14,L,14L,1,96.44,17.1
West Point,BUCKET4_18,4,18,14,L,14L,1,41.27,1.4
West Point,BUCKET4_18,4,18,14,L,14L,1,41.03,1.4
West Point,BUCKET4_18,4,18,14,L,14L,1,27.53,0.4
West Point,BUCKET4_18,4,18,14,L,14L,1,80.59,10.1
West Point,BUCKET4_18,4,18,14,L,14L,1,91.25,14.5
West Point,BUCKET4_18,4,18,14,L,14L,1,93.76,15.7
West Point,BUCKET4_18,4,18,14,L,14L,1,104.83,21.9
West Point,BUCKET4_18,4,18,14,L,14L,1,88.05,13.1
West Point,BUCKET4_18,4,18,14,L,14L,1,75.35,8.3
West Point,BUCKET4_18,4,18,14,L,14L,1,95.44,16.6
West Point,BUCKET4_18,4,18,14,L,14L,1,83.33,11.1
West Point,BUCKET4_18,4,18,14,L,14L,1,93.27,15.5
West Point,BUCKET4_18,4,18,14,L,14L,1,78.58,9.4
West Point,BUCKET4_18,4,18,14,L,14L,1,76.25,8.6
West Point,BUCKET4_18,4,18,14,L,14L,1,77.25,8.9
West Point,BUCKET4_18,4,18,14,L,14L,1,77.95,9.1
West Point,BUCKET4_2,4,2,14,L,14L,1,68.4,6.2
West Point,BUCKET4_2,4,2,14,L,14L,1,39.55,1.2
West Point,BUCKET4_2,4,2,14,L,14L,1,44.91,1.8
West Point,BUCKET4_2,4,2,14,L,14L,1,99.78,18.9
West Point,BUCKET4_2,4,2,14,L,14L,1,82.88,10.9
West Point,BUCKET4_2,4,2,14,L,14L,1,98.04,17.9
West Point,BUCKET4_2,4,2,14,L,14L,1,97.75,17.8
West Point,BUCKET4_2,4,2,14,L,14L,1,80.95,10.2
West Point,BUCKET4_2,4,2,14,L,14L,1,104.61,21.7
West Point,BUCKET4_2,4,2,14,L,14L,1,62.33,4.7
West Point,BUCKET4_2,4,2,14,L,14L,1,70.87,6.9
West Point,BUCKET4_2,4,2,14,L,14L,1,81.86,10.6
West Point,BUCKET4_2,4,2,14,L,14L,1,48.89,2.3
West Point,BUCKET4_2,4,2,14,L,14L,1,32.41,0.7
West Point,BUCKET4_2,4,2,14,L,14L,1,22.55,0.2
West Point,BUCKET4_20,4,20,14,L,14L,1,30.99,0.6
West Point,BUCKET4_20,4,20,14,L,14L,1,38.11,1.1
West Point,BUCKET4_20,4,20,14,L,14L,1,78.16,9.2
West Point,BUCKET4_20,4,20,14,L,14L,1,92.54,15.1
West Point,BUCKET4_20,4,20,14,L,14L,1,98.94,18.4
West Point,BUCKET4_20,4,20,14,L,14L,1,85.82,12.1
West Point,BUCKET4_20,4,20,14,L,14L,1,81.58,10.4
West Point,BUCKET4_20,4,20,14,L,14L,1,75.44,8.3
West Point,BUCKET4_20,4,20,14,L,14L,1,63.36,5.0
West Point,BUCKET4_20,4,20,14,L,14L,1,77.61,9.0
West Point,BUCKET4_20,4,20,14,L,14L,1,93.29,15.5
West Point,BUCKET4_20,4,20,14,L,14L,1,75.09,8.2
West Point,BUCKET4_20,4,20,14,L,14L,1,70.31,6.7
West Point,BUCKET4_21,4,21,14,L,14L,1,88.78,13.4
West Point,BUCKET4_21,4,21,14,L,14L,1,102.39,20.4
West Point,BUCKET4_21,4,21,14,L,14L,1,84.99,11.8
West Point,BUCKET4_21,4,21,14,L,14L,1,100.29,19.2
West Point,BUCKET4_21,4,21,14,L,14L,1,71.04,7.0
West Point,BUCKET4_21,4,21,14,L,14L,1,49.41,2.4
West Point,BUCKET4_21,4,21,14,L,14L,1,74.83,8.1
West Point,BUCKET4_21,4,21,14,L,14L,1,22.08,0.2
West Point,BUCKET4_22,4,22,14,L,14L,1,93.27,15.5
West Point,BUCKET4_22,4,22,14,L,14L,1,102.27,20.3
West Point,BUCKET4_22,4,22,14,L,14L,1,87.62,12.9
West Point,BUCKET4_22,4,22,14,L,14L,1,102.83,20.7
West Point,BUCKET4_22,4,22,14,L,14L,1,95.67,16.7
West Point,BUCKET4_22,4,22,14,L,14L,1,119.74,32.3
West Point,BUCKET4_23,4,23,14,L,14L,1,89.23,13.6
West Point,BUCKET4_23,4,23,14,L,14L,1,87.15,12.7
West Point,BUCKET4_23,4,23,14,L,14L,1,89.07,13.5
West Point,BUCKET4_23,4,23,14,L,14L,1,91.95,14.9
West Point,BUCKET4_23,4,23,14,L,14L,1,104.99,22.0
West Point,BUCKET4_23,4,23,14,L,14L,1,95.11,16.4
West Point,BUCKET4_23,4,23,14,L,14L,1,71.89,7.2
West Point,BUCKET4_23,4,23,14,L,14L,1,108.38,24.1
West Point,BUCKET4_24,4,24,14,L,14L,1,105.04,22.0
West Point,BUCKET4_24,4,24,14,L,14L,1,104.7,21.8
West Point,BUCKET4_25,4,25,14,L,14L,1,34.64,0.8
West Point,BUCKET4_25,4,25,14,L,14L,1,87.28,12.7
West Point,BUCKET4_25,4,25,14,L,14L,1,99.79,18.9
West Point,BUCKET4_25,4,25,14,L,14L,1,99.16,18.6
West Point,BUCKET4_25,4,25,14,L,14L,1,97.22,17.5
West Point,BUCKET4_25,4,25,14,L,14L,1,99.89,19.0
West Point,BUCKET4_25,4,25,14,L,14L,1,95.89,16.8
West Point,BUCKET4_25,4,25,14,L,14L,1,96.81,17.3
West Point,BUCKET4_25,4,25,14,L,14L,1,100.18,19.1
West Point,BUCKET4_25,4,25,14,L,14L,1,59.41,4.1
West Point,BUCKET4_25,4,25,14,L,14L,1,29.04,0.5
West Point,BUCKET4_26,4,26,14,L,14L,1,99.15,18.6
West Point,BUCKET4_26,4,26,14,L,14L,1,86.35,12.4
West Point,BUCKET4_26,4,26,14,L,14L,1,97.03,17.4
West Point,BUCKET4_26,4,26,14,L,14L,1,84.97,11.8
West Point,BUCKET4_26,4,26,14,L,14L,1,101.99,20.2
West Point,BUCKET4_26,4,26,14,L,14L,1,87.88,13.0
West Point,BUCKET4_26,4,26,14,L,14L,1,79.2,9.6
West Point,BUCKET4_26,4,26,14,L,14L,1,76.77,8.7
West Point,BUCKET4_26,4,26,14,L,14L,1,87.86,13.0
West Point,BUCKET4_26,4,26,14,L,14L,1,60.66,4.4
West Point,BUCKET4_26,4,26,14,L,14L,1,60.36,4.3
West Point,BUCKET4_26,4,26,14,L,14L,1,64.88,5.3
West Point,BUCKET4_26,4,26,14,L,14L,1,34.81,0.9
West Point,BUCKET4_26,4,26,14,L,14L,1,45.07,1.8
West Point,BUCKET4_26,4,26,14,L,14L,1,29.32,0.5
West Point,BUCKET4_27,4,27,14,L,14L,1,118.49,31.4
West Point,BUCKET4_27,4,27,14,L,14L,1,87.67,12.9
West Point,BUCKET4_27,4,27,14,L,14L,1,89.75,13.8
West Point,BUCKET4_27,4,27,14,L,14L,1,79.07,9.5
West Point,BUCKET4_27,4,27,14,L,14L,1,66.24,5.7
West Point,BUCKET4_27,4,27,14,L,14L,1,79.51,9.7
West Point,BUCKET4_27,4,27,14,L,14L,1,72.68,7.4
West Point,BUCKET4_27,4,27,14,L,14L,1,78.07,9.2
West Point,BUCKET4_27,4,27,14,L,14L,1,93.4,15.6
West Point,BUCKET4_27,4,27,14,L,14L,1,46.27,2.0
West Point,BUCKET4_27,4,27,14,L,14L,1,28.01,0.4
West Point,BUCKET4_27,4,27,14,L,14L,1,42.9,1.6
West Point,BUCKET4_27,4,27,14,L,14L,1,31.34,0.6
West Point,BUCKET4_27,4,27,14,L,14L,1,28.43,0.5
West Point,BUCKET4_28,4,28,14,L,14L,1,80.22,9.9
West Point,BUCKET4_28,4,28,14,L,14L,1,79.89,9.8
West Point,BUCKET4_28,4,28,14,L,14L,1,88.97,13.5
West Point,BUCKET4_28,4,28,14,L,14L,1,97.98,17.9
West Point,BUCKET4_28,4,28,14,L,14L,1,92.7,15.2
West Point,BUCKET4_28,4,28,14,L,14L,1,88.41,13.2
West Point,BUCKET4_28,4,28,14,L,14L,1,83.25,11.1
West Point,BUCKET4_28,4,28,14,L,14L,1,73.09,7.6
West Point,BUCKET4_28,4,28,14,L,14L,1,84.41,11.6
West Point,BUCKET4_28,4,28,14,L,14L,1,84.49,11.6
West Point,BUCKET4_28,4,28,14,L,14L,1,72.37,7.3
West Point,BUCKET4_28,4,28,14,L,14L,1,71.63,7.1
West Point,BUCKET4_28,4,28,14,L,14L,1,22,0.2
West Point,BUCKET4_29,4,29,14,L,14L,1,92.32,15.0
West Point,BUCKET4_29,4,29,14,L,14L,1,83.94,11.4
West Point,BUCKET4_29,4,29,14,L,14L,1,86.09,12.2
West Point,BUCKET4_29,4,29,14,L,14L,1,95.47,16.6
West Point,BUCKET4_29,4,29,14,L,14L,1,100.2,19.1
West Point,BUCKET4_29,4,29,14,L,14L,1,83.41,11.2
West Point,BUCKET4_29,4,29,14,L,14L,1,94.38,16.0
West Point,BUCKET4_29,4,29,14,L,14L,1,84.12,11.4
West Point,BUCKET4_29,4,29,14,L,14L,1,90.36,14.1
West Point,BUCKET4_29,4,29,14,L,14L,1,80.33,10.0
West Point,BUCKET4_29,4,29,14,L,14L,1,41.2,1.4
West Point,BUCKET4_3,4,3,14,L,14L,1,81.63,10.5
West Point,BUCKET4_3,4,3,14,L,14L,1,76.24,8.6
West Point,BUCKET4_3,4,3,14,L,14L,1,71.19,7.0
West Point,BUCKET4_3,4,3,14,L,14L,1,93.04,15.4
West Point,BUCKET4_3,4,3,14,L,14L,1,61.71,4.6
West Point,BUCKET4_3,4,3,14,L,14L,1,40.89,1.4
West Point,BUCKET4_3,4,3,14,L,14L,1,40.79,1.4
West Point,BUCKET4_3,4,3,14,L,14L,1,39.1,1.2
West Point,BUCKET4_30,4,30,14,L,14L,1,80.1,9.9
West Point,BUCKET4_31,4,31,14,L,14L,1,96.23,17.0
West Point,BUCKET4_31,4,31,14,L,14L,1,29.56,0.5
West Point,BUCKET4_31,4,31,14,L,14L,1,85.56,12.0
West Point,BUCKET4_31,4,31,14,L,14L,1,40.13,1.3
West Point,BUCKET4_31,4,31,14,L,14L,1,99.72,18.9
West Point,BUCKET4_31,4,31,14,L,14L,1,89.89,13.9
West Point,BUCKET4_31,4,31,14,L,14L,1,92.14,15.0
West Point,BUCKET4_31,4,31,14,L,14L,1,100,19.0
West Point,BUCKET4_31,4,31,14,L,14L,1,85.42,12.0
West Point,BUCKET4_31,4,31,14,L,14L,1,56,3.5
West Point,BUCKET4_32,4,32,14,L,14L,1,93.46,15.6
West Point,BUCKET4_32,4,32,14,L,14L,1,99.13,18.5
West Point,BUCKET4_32,4,32,14,L,14L,1,105.85,22.5
West Point,BUCKET4_32,4,32,14,L,14L,1,99.25,18.6
West Point,BUCKET4_32,4,32,14,L,14L,1,88.93,13.5
West Point,BUCKET4_32,4,32,14,L,14L,1,25.25,0.3
West Point,BUCKET4_32,4,32,14,L,14L,1,66.96,5.8
West Point,BUCKET4_32,4,32,14,L,14L,1,96.24,17.0
West Point,BUCKET4_33,4,33,14,L,14L,1,98.98,18.5
West Point,BUCKET4_33,4,33,14,L,14L,1,99.59,18.8
West Point,BUCKET4_33,4,33,14,L,14L,1,100.2,19.1
West Point,BUCKET4_33,4,33,14,L,14L,1,83.4,11.1
West Point,BUCKET4_33,4,33,14,L,14L,1,110.98,25.9
West Point,BUCKET4_33,4,33,14,L,14L,1,89.96,13.9
West Point,BUCKET4_33,4,33,14,L,14L,1,85.61,12.0
West Point,BUCKET4_33,4,33,14,L,14L,1,80.53,10.1
West Point,BUCKET4_33,4,33,14,L,14L,1,80.18,9.9
West Point,BUCKET4_33,4,33,14,L,14L,1,24.02,0.3
West Point,BUCKET4_34,4,34,14,L,14L,1,99.45,18.7
West Point,BUCKET4_34,4,34,14,L,14L,1,81,10.2
West Point,BUCKET4_34,4,34,14,L,14L,1,91.76,14.8
West Point,BUCKET4_34,4,34,14,L,14L,1,57.96,3.8
West Point,BUCKET4_36,4,36,14,L,14L,1,31.27,0.6
West Point,BUCKET4_36,4,36,14,L,14L,1,28.3,0.5
West Point,BUCKET4_36,4,36,14,L,14L,1,23.17,0.3
West Point,BUCKET4_36,4,36,14,L,14L,1,21.9,0.2
West Point,BUCKET4_36,4,36,14,L,14L,1,80.46,10.0
West Point,BUCKET4_36,4,36,14,L,14L,1,76.11,8.5
West Point,BUCKET4_36,4,36,14,L,14L,1,95.27,16.5
West Point,BUCKET4_36,4,36,14,L,14L,1,88.92,13.5
West Point,BUCKET4_36,4,36,14,L,14L,1,100.73,19.4
West Point,BUCKET4_36,4,36,14,L,14L,1,96.72,17.2
West Point,BUCKET4_36,4,36,14,L,14L,1,100.69,19.4
West Point,BUCKET4_36,4,36,14,L,14L,1,70.07,6.7
West Point,BUCKET4_36,4,36,14,L,14L,1,67.73,6.0
West Point,BUCKET4_36,4,36,14,L,14L,1,78.91,9.5
West Point,BUCKET4_36,4,36,14,L,14L,1,79.64,9.7
West Point,BUCKET4_36,4,36,14,L,14L,1,79.11,9.5
West Point,BUCKET4_37,4,37,14,L,14L,1,110.88,25.8
West Point,BUCKET4_37,4,37,14,L,14L,1,103.71,21.2
West Point,BUCKET4_37,4,37,14,L,14L,1,62.28,4.7
West Point,BUCKET4_37,4,37,14,L,14L,1,91.24,14.5
West Point,BUCKET4_37,4,37,14,L,14L,1,57.22,3.7
West Point,BUCKET4_37,4,37,14,L,14L,1,87.89,13.0
West Point,BUCKET4_37,4,37,14,L,14L,1,95.76,16.7
West Point,BUCKET4_37,4,37,14,L,14L,1,74.88,8.1
West Point,BUCKET4_37,4,37,14,L,14L,1,24.31,0.3
West Point,BUCKET4_38,4,38,14,L,14L,1,106.36,22.8
West Point,BUCKET4_38,4,38,14,L,14L,1,121.78,34.0
West Point,BUCKET4_38,4,38,14,L,14L,1,105.47,22.3
West Point,BUCKET4_38,4,38,14,L,14L,1,87,12.6
West Point,BUCKET4_38,4,38,14,L,14L,1,96.08,16.9
West Point,BUCKET4_38,4,38,14,L,14L,1,71.07,7.0
West Point,BUCKET4_38,4,38,14,L,14L,1,46.64,2.0
West Point,BUCKET4_39,4,39,14,L,14L,1,43.05,1.6
West Point,BUCKET4_39,4,39,14,L,14L,1,39.28,1.2
West Point,BUCKET4_39,4,39,14,L,14L,1,29.58,0.5
West Point,BUCKET4_39,4,39,14,L,14L,1,106.56,22.9
West Point,BUCKET4_39,4,39,14,L,14L,1,92.33,15.0
West Point,BUCKET4_39,4,39,14,L,14L,1,109.33,24.7
West Point,BUCKET4_39,4,39,14,L,14L,1,89.81,13.9
West Point,BUCKET4_39,4,39,14,L,14L,1,79.52,9.7
West Point,BUCKET4_39,4,39,14,L,14L,1,121.24,33.5
West Point,BUCKET4_4,4,4,14,L,14L,1,45.94,1.9
West Point,BUCKET4_4,4,4,14,L,14L,1,53.57,3.0
West Point,BUCKET4_4,4,4,14,L,14L,1,52.53,2.9
West Point,BUCKET4_4,4,4,14,L,14L,1,32.31,0.7
West Point,BUCKET4_4,4,4,14,L,14L,1,39.1,1.2
West Point,BUCKET4_4,4,4,14,L,14L,1,78.42,9.3
West Point,BUCKET4_4,4,4,14,L,14L,1,89.97,13.9
West Point,BUCKET4_4,4,4,14,L,14L,1,71.61,7.1
West Point,BUCKET4_4,4,4,14,L,14L,1,75.71,8.4
West Point,BUCKET4_4,4,4,14,L,14L,1,71.2,7.0
West Point,BUCKET4_4,4,4,14,L,14L,1,67.56,6.0
West Point,BUCKET4_4,4,4,14,L,14L,1,56.9,3.6
West Point,BUCKET4_4,4,4,14,L,14L,1,72.92,7.5
West Point,BUCKET4_4,4,4,14,L,14L,1,73.23,7.6
West Point,BUCKET4_4,4,4,14,L,14L,1,70.5,6.8
West Point,BUCKET4_4,4,4,14,L,14L,1,64.83,5.3
West Point,BUCKET4_41,4,41,14,L,14L,1,40.72,1.4
West Point,BUCKET4_41,4,41,14,L,14L,1,73.35,7.6
West Point,BUCKET4_41,4,41,14,L,14L,1,74.56,8.0
West Point,BUCKET4_42,4,42,14,L,14L,1,27.4,0.4
West Point,BUCKET4_42,4,42,14,L,14L,1,26.97,0.4
West Point,BUCKET4_42,4,42,14,L,14L,1,18.97,0.1
West Point,BUCKET4_42,4,42,14,L,14L,1,94.58,16.1
West Point,BUCKET4_42,4,42,14,L,14L,1,91.3,14.6
West Point,BUCKET4_42,4,42,14,L,14L,1,89,13.5
West Point,BUCKET4_42,4,42,14,L,14L,1,93.32,15.5
West Point,BUCKET4_42,4,42,14,L,14L,1,84.38,11.5
West Point,BUCKET4_42,4,42,14,L,14L,1,68.27,6.2
West Point,BUCKET4_43,4,43,14,L,14L,1,47.18,2.1
West Point,BUCKET4_43,4,43,14,L,14L,1,45.9,1.9
West Point,BUCKET4_43,4,43,14,L,14L,1,39.58,1.2
West Point,BUCKET4_43,4,43,14,L,14L,1,38.61,1.2
West Point,BUCKET4_43,4,43,14,L,14L,1,28.59,0.5
West Point,BUCKET4_43,4,43,14,L,14L,1,22.18,0.2
West Point,BUCKET4_43,4,43,14,L,14L,1,22.49,0.2
West Point,BUCKET4_43,4,43,14,L,14L,1,88.68,13.4
West Point,BUCKET4_43,4,43,14,L,14L,1,98.97,18.5
West Point,BUCKET4_43,4,43,14,L,14L,1,93.31,15.5
West Point,BUCKET4_43,4,43,14,L,14L,1,89.46,13.7
West Point,BUCKET4_43,4,43,14,L,14L,1,95.18,16.5
West Point,BUCKET4_43,4,43,14,L,14L,1,88.6,13.3
West Point,BUCKET4_43,4,43,14,L,14L,1,79.77,9.8
West Point,BUCKET4_43,4,43,14,L,14L,1,72.59,7.4
West Point,BUCKET4_43,4,43,14,L,14L,1,74.73,8.1
West Point,BUCKET4_43,4,43,14,L,14L,1,71.4,7.1
West Point,BUCKET4_43,4,43,14,L,14L,1,94.1,15.9
West Point,BUCKET4_43,4,43,14,L,14L,1,77.84,9.1
West Point,BUCKET4_43,4,43,14,L,14L,1,72.6,7.4
West Point,BUCKET4_44,4,44,14,L,14L,1,101.51,19.9
West Point,BUCKET4_44,4,44,14,L,14L,1,104.93,21.9
West Point,BUCKET4_44,4,44,14,L,14L,1,84.96,11.8
West Point,BUCKET4_44,4,44,14,L,14L,1,89.11,13.5
West Point,BUCKET4_44,4,44,14,L,14L,1,96.64,17.2
West Point,BUCKET4_44,4,44,14,L,14L,1,81.17,10.3
West Point,BUCKET4_45,4,45,14,L,14L,1,40.85,1.4
West Point,BUCKET4_45,4,45,14,L,14L,1,101.08,19.6
West Point,BUCKET4_45,4,45,14,L,14L,1,87.78,13.0
West Point,BUCKET4_45,4,45,14,L,14L,1,96.32,17.0
West Point,BUCKET4_45,4,45,14,L,14L,1,63.68,5.0
West Point,BUCKET4_45,4,45,14,L,14L,1,74.73,8.1
West Point,BUCKET4_45,4,45,14,L,14L,1,66.64,5.8
West Point,BUCKET4_46,4,46,14,L,14L,1,97.83,17.8
West Point,BUCKET4_46,4,46,14,L,14L,1,99.54,18.8
West Point,BUCKET4_46,4,46,14,L,14L,1,95.36,16.5
West Point,BUCKET4_46,4,46,14,L,14L,1,88.68,13.4
West Point,BUCKET4_46,4,46,14,L,14L,1,83.54,11.2
West Point,BUCKET4_46,4,46,14,L,14L,1,66.72,5.8
West Point,BUCKET4_46,4,46,14,L,14L,1,76.16,8.5
West Point,BUCKET4_47,4,47,14,L,14L,1,47.82,2.2
West Point,BUCKET4_47,4,47,14,L,14L,1,102.52,20.5
West Point,BUCKET4_47,4,47,14,L,14L,1,102.19,20.3
West Point,BUCKET4_47,4,47,14,L,14L,1,94.81,16.3
West Point,BUCKET4_47,4,47,14,L,14L,1,79,9.5
West Point,BUCKET4_47,4,47,14,L,14L,1,86.61,12.5
West Point,BUCKET4_47,4,47,14,L,14L,1,92.74,15.2
West Point,BUCKET4_47,4,47,14,L,14L,1,75.11,8.2
West Point,BUCKET4_49,4,49,14,L,14L,1,38.61,1.2
West Point,BUCKET4_49,4,49,14,L,14L,1,27.85,0.4
West Point,BUCKET4_49,4,49,14,L,14L,1,102.63,20.5
West Point,BUCKET4_49,4,49,14,L,14L,1,100.68,19.4
West Point,BUCKET4_49,4,49,14,L,14L,1,103.36,21.0
West Point,BUCKET4_49,4,49,14,L,14L,1,82.66,10.9
West Point,BUCKET4_49,4,49,14,L,14L,1,74.34,7.9
West Point,BUCKET4_50,4,50,14,L,14L,1,77,8.8
West Point,BUCKET4_50,4,50,14,L,14L,1,46.07,1.9
West Point,BUCKET4_50,4,50,14,L,14L,1,37.29,1.0
West Point,BUCKET4_50,4,50,14,L,14L,1,52.43,2.8
West Point,BUCKET4_52,4,52,14,L,14L,1,76.03,8.5
West Point,BUCKET4_52,4,52,14,L,14L,1,106.14,22.7
West Point,BUCKET4_52,4,52,14,L,14L,1,104.62,21.7
West Point,BUCKET4_52,4,52,14,L,14L,1,72.55,7.4
West Point,BUCKET4_53,4,53,14,L,14L,1,100.12,19.1
West Point,BUCKET4_53,4,53,14,L,14L,1,88.29,13.2
West Point,BUCKET4_53,4,53,14,L,14L,1,102.1,20.2
West Point,BUCKET4_53,4,53,14,L,14L,1,94.56,16.1
West Point,BUCKET4_53,4,53,14,L,14L,1,98.19,18.0
West Point,BUCKET4_53,4,53,14,L,14L,1,100.6,19.4
West Point,BUCKET4_53,4,53,14,L,14L,1,97.96,17.9
West Point,BUCKET4_53,4,53,14,L,14L,1,76.42,8.6
West Point,BUCKET4_53,4,53,14,L,14L,1,81.38,10.4
West Point,BUCKET4_53,4,53,14,L,14L,1,78.31,9.3
West Point,BUCKET4_53,4,53,14,L,14L,1,71.61,7.1
West Point,BUCKET4_54,4,54,14,L,14L,1,96.99,17.4
West Point,BUCKET4_54,4,54,14,L,14L,1,85.92,12.2
West Point,BUCKET4_56,4,56,14,L,14L,1,31.98,0.7
West Point,BUCKET4_56,4,56,14,L,14L,1,98.03,17.9
West Point,BUCKET4_56,4,56,14,L,14L,1,96.14,16.9
West Point,BUCKET4_56,4,56,14,L,14L,1,84.32,11.5
West Point,BUCKET4_56,4,56,14,L,14L,1,80,9.9
West Point,BUCKET4_56,4,56,14,L,14L,1,75.01,8.2
West Point,BUCKET4_56,4,56,14,L,14L,1,81.88,10.6
West Point,BUCKET4_56,4,56,14,L,14L,1,71.57,7.1
West Point,BUCKET4_58,4,58,14,L,14L,1,96.16,17.0
West Point,BUCKET4_58,4,58,14,L,14L,1,99.39,18.7
West Point,BUCKET4_58,4,58,14,L,14L,1,102.52,20.5
West Point,BUCKET4_58,4,58,14,L,14L,1,92.58,15.2
West Point,BUCKET4_58,4,58,14,L,14L,1,83.85,11.3
West Point,BUCKET4_58,4,58,14,L,14L,1,93.46,15.6
West Point,BUCKET4_58,4,58,14,L,14L,1,85.01,11.8
West Point,BUCKET4_59,4,59,14,L,14L,1,26.68,0.4
West Point,BUCKET4_59,4,59,14,L,14L,1,50.73,2.6
West Point,BUCKET4_59,4,59,14,L,14L,1,104.71,21.8
West Point,BUCKET4_59,4,59,14,L,14L,1,106.41,22.8
West Point,BUCKET4_59,4,59,14,L,14L,1,105.01,22.0
West Point,BUCKET4_59,4,59,14,L,14L,1,86.53,12.4
West Point,BUCKET4_59,4,59,14,L,14L,1,81.74,10.5
West Point,BUCKET4_59,4,59,14,L,14L,1,66.71,5.8
West Point,BUCKET4_6,4,6,14,L,14L,1,40.5,1.3
West Point,BUCKET4_6,4,6,14,L,14L,1,105.77,22.4
West Point,BUCKET4_6,4,6,14,L,14L,1,28.03,0.4
West Point,BUCKET4_6,4,6,14,L,14L,1,83.38,11.1
West Point,BUCKET4_6,4,6,14,L,14L,1,100.77,19.5
West Point,BUCKET4_6,4,6,14,L,14L,1,22.41,0.2
West Point,BUCKET4_6,4,6,14,L,14L,1,86.29,12.3
West Point,BUCKET4_6,4,6,14,L,14L,1,90.78,14.3
West Point,BUCKET4_6,4,6,14,L,14L,1,83.59,11.2
West Point,BUCKET4_6,4,6,14,L,14L,1,84.38,11.5
West Point,BUCKET4_6,4,6,14,L,14L,1,64.56,5.2
West Point,BUCKET4_6,4,6,14,L,14L,1,49.03,2.3
West Point,BUCKET4_60,4,60,14,L,14L,1,94.74,16.2
West Point,BUCKET4_60,4,60,14,L,14L,1,99.97,19.0
West Point,BUCKET4_60,4,60,14,L,14L,1,69.59,6.5
West Point,BUCKET4_7,4,7,14,L,14L,1,47.67,2.1
West Point,BUCKET4_7,4,7,14,L,14L,1,89.76,13.8
West Point,BUCKET4_7,4,7,14,L,14L,1,94.12,15.9
West Point,BUCKET4_7,4,7,14,L,14L,1,98.95,18.4
West Point,BUCKET4_7,4,7,14,L,14L,1,86.41,12.4
West Point,BUCKET4_7,4,7,14,L,14L,1,78.52,9.3
West Point,BUCKET4_7,4,7,14,L,14L,1,76.91,8.8
West Point,BUCKET4_8,4,8,14,L,14L,1,54.46,3.2
West Point,BUCKET4_8,4,8,14,L,14L,1,72.63,7.4
West Point,BUCKET4_8,4,8,14,L,14L,1,42.12,1.5
West Point,BUCKET4_8,4,8,14,L,14L,1,48.87,2.3
West Point,BUCKET4_8,4,8,14,L,14L,1,37.05,1.0
West Point,BUCKET4_8,4,8,14,L,14L,1,56.18,3.5
