Site,bucket_name,bucket_position,tow,ring_size_mm,washer_type,ring_type,count,scallop_shell_height_mm,predicted_mw_g
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,90.34,14.2
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,92.22,15.0
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,83.77,11.9
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,81.08,11.0
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,84.92,12.3
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,94.39,15.8
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,80.39,10.8
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,91.41,14.6
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,74.8,9.1
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,54.6,4.3
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,66.46,6.9
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,86.5,12.9
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,81.79,11.3
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,81.76,11.2
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,77.76,10.0
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,53.87,4.2
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,55.59,4.5
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,48.3,3.2
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,55.52,4.5
Cape Tormentine,BUCKET6_42,6,42,14,L,14L,1,73.77,8.8
Cape Tormentine,BUCKET7_42,7,42,88.9,R,88.9R,1,88.4,13.5
Cape Tormentine,BUCKET7_42,7,42,88.9,R,88.9R,1,99.93,18.1
Cape Tormentine,BUCKET7_42,7,42,88.9,R,88.9R,1,86.31,12.8
Cape Tormentine,BUCKET7_42,7,42,88.9,R,88.9R,1,89.55,14.0
Cape Tormentine,BUCKET7_42,7,42,88.9,R,88.9R,1,77.79,10.0
Cape Tormentine,BUCKET7_42,7,42,88.9,R,88.9R,1,83.48,11.8
Cape Tormentine,BUCKET7_42,7,42,88.9,R,88.9R,1,86.94,13.0
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,81.4,11.1
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,91.52,14.7
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,95.91,16.4
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,84.44,12.1
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,93.18,15.3
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,83.45,11.8
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,92.01,14.9
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,93.92,15.6
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,87.14,13.1
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,84.6,12.2
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,92.23,15.0
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,81.42,11.1
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,94.51,15.9
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,73.11,8.6
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,86.93,13.0
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,90.01,14.1
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,87.37,13.2
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,87.2,13.1
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,90.6,14.3
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,85.24,12.4
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,83.73,11.9
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,89.12,13.8
Cape Tormentine,BUCKET8_42,8,42,82.6,R,82.6R,1,78.94,10.4
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,88.31,13.5
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,85.24,12.4
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,89.98,14.1
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,74.18,8.9
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,86.97,13.0
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,88.35,13.5
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,84.48,12.2
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,104.38,20.1
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,79.7,10.6
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,73.24,8.7
Cape Tormentine,BUCKET9_42,9,42,88.9,S,88.9S,1,79.5,10.5
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,81.88,11.3
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,72.9,8.6
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,64.79,6.5
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,85.29,12.4
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,89.21,13.8
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,92.64,15.1
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,90.25,14.2
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,95.14,16.1
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,80.8,10.9
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,90.55,14.3
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,76.47,9.6
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,82.05,11.3
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,81.15,11.1
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,92.46,15.0
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,88.53,13.6
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,93.45,15.4
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,76.36,9.6
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,81.9,11.3
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,107.49,21.5
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,94.54,15.9
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,81.74,11.2
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,83.73,11.9
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,84.27,12.1
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,86.75,12.9
Cape Tormentine,BUCKET10_42,10,42,82.6,S,82.6S,1,74.48,9.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,88.7,13.6
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,99.07,17.7
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,88.3,13.5
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,90.01,14.1
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,82.66,11.5
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,90.95,14.5
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,90.55,14.3
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,92.75,15.2
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,89.15,13.8
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,96.8,16.8
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,86.22,12.8
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,92.46,15.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,76.36,9.6
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,98.79,17.6
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,91.24,14.6
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,87.32,13.1
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,94.61,15.9
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,94.91,16.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,87.18,13.1
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,94.35,15.8
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,84.16,12.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,93.2,15.3
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,92.07,14.9
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,74.3,9.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,61.94,5.8
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,52.11,3.9
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,98.19,17.4
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,93.26,15.4
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,91.22,14.6
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,81.51,11.2
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,91.33,14.6
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,104.25,20.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,88.06,13.4
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,101.68,18.8
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,89.05,13.8
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,80.97,11.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,90.9,14.5
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,89.79,14.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,90.12,14.2
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,75.62,9.4
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,86.95,13.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,84.05,12.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,95.46,16.2
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,88.74,13.7
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,97.75,17.2
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,74.44,9.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,92.22,15.0
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,84.77,12.3
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,74.13,8.9
Cape Tormentine,BUCKET1_43,1,43,82.6,S,82.6S,1,84.21,12.1
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,86.26,12.8
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,95.67,16.3
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,87.81,13.3
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,95.77,16.4
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,91.46,14.7
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,90.6,14.3
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,89.06,13.8
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,103.04,19.4
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,87.11,13.1
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,96.08,16.5
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,87.55,13.2
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,97.04,16.9
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,91.93,14.8
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,93.81,15.6
Cape Tormentine,BUCKET2_43,2,43,88.9,S,88.9S,1,106.16,20.9
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,102.74,19.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,88.95,13.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,80.01,10.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,94.74,15.9
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,87.22,13.1
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,91.32,14.6
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,95.13,16.1
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,93.31,15.4
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,91.97,14.9
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,83.5,11.8
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,87.41,13.2
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,89.28,13.9
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,84.35,12.1
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,95.48,16.2
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,99.22,17.8
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,80.5,10.8
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,93.23,15.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,87.97,13.4
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,84.98,12.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,90.34,14.2
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,82.24,11.4
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,89.65,14.0
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,87.38,13.2
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,98.1,17.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,91.42,14.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,92.08,14.9
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,80.12,10.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,95.64,16.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,92.63,15.1
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,95.77,16.4
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,90,14.1
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,63.5,6.2
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,84.17,12.0
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,69.82,7.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,95.68,16.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,85.26,12.4
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,78.76,10.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,74.74,9.1
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,91.38,14.6
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,80.75,10.9
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,93.23,15.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,95.69,16.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,83.75,11.9
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,82.84,11.6
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,86.15,12.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,93.43,15.4
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,96.47,16.6
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,97.83,17.2
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,85.88,12.6
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,90.42,14.3
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,80.46,10.8
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,88.86,13.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,94.02,15.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,91.74,14.8
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,88.99,13.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,79.97,10.7
Cape Tormentine,BUCKET3_43,3,43,82.6,R,82.6R,1,90.85,14.4
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,91.8,14.8
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,84.26,12.1
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,87.09,13.1
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,96.66,16.7
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,87.63,13.3
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,71.78,8.3
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,97.3,17.0
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,97.87,17.2
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,83.44,11.8
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,89.07,13.8
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,89.95,14.1
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,104.16,20.0
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,59.64,5.3
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,91.3,14.6
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,83.49,11.8
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,92.3,15.0
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,97.92,17.2
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,103.86,19.8
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,98.56,17.5
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,76.12,9.5
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,89.45,13.9
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,95.86,16.4
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,95.57,16.3
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,81.39,11.1
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,89.83,14.1
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,81.03,11.0
Cape Tormentine,BUCKET4_43,4,43,88.9,R,88.9R,1,78.43,10.2
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,88.52,13.6
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,93.68,15.5
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,85.12,12.4
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,91.57,14.7
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,86.87,13.0
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,89.18,13.8
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,71.61,8.2
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,99.01,17.7
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,88.98,13.7
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,78.3,10.2
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,93.02,15.3
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,87.65,13.3
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,73.21,8.7
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,65.12,6.6
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,57.4,4.9
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,93.74,15.5
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,86.75,12.9
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,94.61,15.9
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,67.55,7.2
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,75.93,9.4
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,90.25,14.2
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,80.46,10.8
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,90.02,14.1
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,95.75,16.3
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,77.62,9.9
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,96.34,16.6
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,93.99,15.6
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,94.42,15.8
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,56.14,4.6
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,90.22,14.2
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,95.02,16.1
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,81.73,11.2
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,89.28,13.9
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,88.27,13.5
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,89.29,13.9
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,87.11,13.1
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,89.36,13.9
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,83.84,11.9
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,60.35,5.5
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,89.92,14.1
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,78.16,10.1
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,96.54,16.7
Cape Tormentine,BUCKET5_43,5,43,14,L,14L,1,92.67,15.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,95.56,16.3
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,87.82,13.3
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,86.59,12.9
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,86.49,12.8
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,92.17,14.9
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,87.66,13.3
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,84.65,12.2
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,96.02,16.5
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,92.85,15.2
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,63.47,6.2
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,94.45,15.8
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,78.5,10.2
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,91.86,14.8
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,101.92,19.0
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,90.36,14.3
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,92.44,15.0
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,83.57,11.8
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,91.44,14.7
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,87.11,13.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,61.55,5.7
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,95.21,16.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,58.69,5.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,50.69,3.6
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,98.29,17.4
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,81.81,11.3
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,94.59,15.9
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,76.43,9.6
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,84.34,12.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,90.61,14.3
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,88.07,13.4
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,90.95,14.5
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,95.21,16.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,84.34,12.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,95.02,16.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,79.92,10.7
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,55.47,4.5
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,31.03,1.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,89.52,13.9
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,84.36,12.1
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,90.26,14.2
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,79.41,10.5
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,77.88,10.0
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,81.82,11.3
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,90.97,14.5
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,99.41,17.9
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,94.39,15.8
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,90.28,14.2
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,90.47,14.3
Cape Tormentine,BUCKET6_43,6,43,14,L,14L,1,95.12,16.1
Cape Tormentine,BUCKET7_43,7,43,88.9,R,88.9R,1,97.65,17.1
Cape Tormentine,BUCKET7_43,7,43,88.9,R,88.9R,1,71.92,8.3
Cape Tormentine,BUCKET7_43,7,43,88.9,R,88.9R,1,84.79,12.3
Cape Tormentine,BUCKET7_43,7,43,88.9,R,88.9R,1,92.42,15.0
Cape Tormentine,BUCKET7_43,7,43,88.9,R,88.9R,1,101.09,18.6
Cape Tormentine,BUCKET7_43,7,43,88.9,R,88.9R,1,87.78,13.3
Cape Tormentine,BUCKET7_43,7,43,88.9,R,88.9R,1,81.82,11.3
